2023-03-15T01:45:17.813+09:00,Rizingblare,KeyEvent,65535:16:1,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,0,Changes
2023-03-15T01:45:17.945+09:00,Rizingblare,KeyEvent,35:51:1,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,0,Changes
2023-03-15T01:45:18.704+09:00,Rizingblare,KeyEvent,105:73:0,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,1,Changes
2023-03-15T01:45:19.004+09:00,Rizingblare,KeyEvent,110:78:0,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,2,Changes
2023-03-15T01:45:19.393+09:00,Rizingblare,KeyEvent,99:67:0,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,3,Changes
2023-03-15T01:45:19.783+09:00,Rizingblare,Action,EditorChooseLookupItem,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,4,Changes
2023-03-15T01:45:19.847+09:00,Rizingblare,KeyEvent,10:10:0,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,10,Changes
2023-03-15T01:45:21.026+09:00,Rizingblare,Action,EditorBackSpace,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,10,Changes
2023-03-15T01:45:21.056+09:00,Rizingblare,KeyEvent,8:8:0,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,9,Changes
2023-03-15T01:45:21.442+09:00,Rizingblare,KeyEvent,65535:16:1,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,9,Changes
2023-03-15T01:45:21.573+09:00,Rizingblare,KeyEvent,60:44:1,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,9,Changes
2023-03-15T01:45:22.493+09:00,Rizingblare,KeyEvent,105:73:0,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,10,Changes
2023-03-15T01:45:22.718+09:00,Rizingblare,KeyEvent,111:79:0,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,11,Changes
2023-03-15T01:45:23.323+09:00,Rizingblare,Action,EditorChooseLookupItem,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,12,Changes
2023-03-15T01:45:23.348+09:00,Rizingblare,KeyEvent,10:10:0,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,18,Changes
2023-03-15T01:45:23.593+09:00,Rizingblare,KeyEvent,65535:16:1,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,18,Changes
2023-03-15T01:45:23.729+09:00,Rizingblare,KeyEvent,62:46:1,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,18,Changes
2023-03-15T01:45:24.728+09:00,Rizingblare,KeyEvent,65535:16:1,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,18,Changes
2023-03-15T01:45:24.851+09:00,Rizingblare,KeyEvent,62:46:1,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,18,Changes
2023-03-15T01:45:25.209+09:00,Rizingblare,Action,EditorEnter,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,0,19,Changes
2023-03-15T01:45:25.234+09:00,Rizingblare,KeyEvent,10:10:0,230308,Editor,C:/Users/Rizin/OneDrive/Desktop/23-1 C++/230308/main.cpp,,1,0,Changes
